sim_time_s,key_index,letter,x,y,heading_deg
51.2150,11,w,20.005,15.778,-5.92
52.4720,12,u,30.008,14.740,-5.92
53.7280,13,k,40.002,13.704,-5.92
54.9850,14,i,50.004,12.666,-5.92
56.2420,15,h,60.007,11.628,-5.92
57.4980,16,b,70.001,10.592,-5.92
58.2150,7,s,75.707,10.000,-5.92
58.7550,8,t,80.003,9.554,-5.92
61.3020,7,s,79.998,6.648,150.08
62.1420,16,b,74.174,10.000,150.08
62.7440,15,h,70.000,12.403,150.08
64.1870,14,i,59.994,18.161,150.08
64.6480,23,c,56.798,20.001,150.08
65.6290,22,x,49.998,23.919,148.08
67.1320,21, ,39.995,21.439,-145.92
67.4540,12,u,37.861,19.996,-145.92
68.6410,11,w,29.996,14.675,-145.92
69.6840,2,z,23.084,10.000,-145.92
70.1500,1,e,19.997,7.911,-145.92
71.5540,0,r,9.997,7.394,150.08
72.2080,9,y,5.463,10.004,150.08
73.7660,10,a,10.002,15.849,22.08
75.1150,11,w,20.002,19.905,22.08
75.1470,20,f,20.239,20.001,22.08
76.4640,21, ,30.003,23.961,22.08
77.8080,22,x,40.003,21.804,-25.92
78.3240,13,k,43.716,20.000,-25.92
79.1980,14,i,50.004,16.943,-25.92
80.5880,15,h,60.005,12.082,-25.92
81.1840,6,m,64.293,9.997,-25.92
81.9780,7,s,70.006,7.221,-25.92
83.2840,8,t,80.006,5.922,18.08
85.7870,17,p,82.585,10.003,150.08
86.1600,16,b,79.999,11.491,150.08
87.6030,15,h,69.993,17.250,150.08
88.2930,24,v,65.209,20.003,150.08
89.0450,23,c,59.995,23.004,150.08
90.4470,22,x,49.999,23.056,-153.92
91.3160,13,k,43.755,20.000,-153.92
91.8390,12,u,39.997,18.160,-153.92
93.2310,11,w,29.995,13.265,-153.92
94.1600,2,z,23.319,9.998,-153.92
94.6220,1,e,20.000,8.373,-153.92
95.9910,0,r,9.999,6.173,146.08
96.8320,9,y,4.474,10.005,135.04
98.2030,10,a,10.003,17.331,34.08
98.7990,19,q,13.952,20.002,34.08
99.7120,20,f,20.002,24.095,34.08
101.0850,21, ,30.005,21.410,-25.92
101.4890,12,u,32.912,19.997,-25.92
102.4750,13,k,40.006,16.549,-25.92
103.8640,14,i,50.000,11.691,-25.92
104.3480,5,o,53.483,9.999,-25.92
105.2540,6,m,60.001,6.830,-25.92
106.6160,7,s,70.007,7.520,26.08
107.3220,16,b,75.080,10.003,26.08
108.0070,17,p,80.002,12.412,26.08
110.1960,26,l,80.256,20.002,150.08
110.2330,25,j,79.999,20.150,150.08
111.6550,24,v,69.996,25.502,170.08
112.7270,15,h,64.953,19.999,-129.92
113.6920,14,i,59.999,14.079,-129.92
114.3570,5,o,56.585,9.999,-129.92
115.5010,4,d,49.998,4.712,146.64
116.3280,13,k,46.043,10.005,126.08
117.6110,12,u,39.999,18.301,126.08
117.8740,21, ,38.760,20.001,126.08
120.3710,12,u,31.838,19.999,-113.92
120.9380,11,w,29.999,15.853,-113.92
121.7390,2,z,27.400,9.995,-113.92
123.4600,1,e,19.998,6.486,122.08
123.9790,10,a,17.793,10.005,122.08
125.4540,19,q,11.526,20.003,122.08
125.8140,18,g,9.997,22.443,122.08
127.9940,9,y,7.848,19.993,-89.92
129.2440,0,r,7.862,9.993,-89.92
131.6470,9,y,8.468,10.002,46.08
131.9240,10,a,10.005,11.598,46.08
133.3830,19,q,18.102,20.005,46.08
133.7260,20,f,20.005,21.981,46.08
135.3530,21, ,30.005,20.808,-41.92
135.5050,12,u,30.910,19.995,-41.92
137.0330,13,k,40.005,11.828,-41.92
137.3760,4,d,42.047,9.995,-41.92
138.9870,5,o,50.003,5.931,50.08
139.6510,14,i,53.412,10.005,50.08
140.9350,15,h,60.004,17.883,50.08
141.2810,24,v,61.781,20.005,50.08
142.7340,25,j,70.004,24.306,-49.92
143.4380,16,b,73.630,19.996,-49.92
144.6750,17,p,80.002,12.424,-49.92
145.0720,8,t,82.046,9.994,-49.92
148.3160,7,s,80.000,9.752,114.08
148.3500,16,b,79.889,10.000,114.08
149.7200,25,j,75.417,20.006,114.08
153.9790,16,b,79.469,19.995,-57.92
154.1050,17,p,80.004,19.141,-57.92
155.4310,8,t,85.233,9.994,-92.24
156.6610,7,s,79.999,2.672,-170.64
157.7820,16,b,76.219,10.002,106.08
159.0830,25,j,73.337,20.003,106.08
162.0830,16,b,76.842,19.997,-69.92
163.2340,17,p,80.003,11.349,-69.92
163.4140,8,t,80.497,9.996,-69.92
165.7790,7,s,79.995,3.084,134.72
166.7330,16,b,76.802,10.003,114.08
168.1020,25,j,72.334,20.002,114.08
168.8180,24,v,69.997,25.232,113.52
169.4590,25,j,70.000,26.486,145.68
169.5600,24,v,69.998,26.438,156.80
169.7130,25,j,70.004,26.655,-166.48
169.7370,24,v,69.998,26.648,-156.72
169.7650,25,j,70.001,26.655,-144.56
170.0830,24,v,69.999,25.875,-109.92
170.8650,15,h,67.867,19.994,-109.92
172.1940,6,m,64.244,9.998,-109.92
173.2940,5,o,59.998,3.065,162.32
174.3260,14,i,55.732,10.007,118.08
175.7420,23,c,50.401,20.001,118.08
175.8490,22,x,49.998,20.757,118.08
178.2670,13,k,42.986,19.994,-117.92
179.0650,12,u,39.996,14.353,-117.92
179.6810,3,n,37.689,9.999,-117.92
181.2310,2,z,29.997,6.663,130.08
181.7770,11,w,27.184,10.005,130.08
183.1720,10,a,19.999,18.545,130.08
183.4100,19,q,18.773,20.002,130.08
185.2220,18,g,9.998,22.733,-125.92
185.6440,9,y,8.017,19.999,-125.92
187.1760,0,r,7.034,9.996,-57.92
187.8750,1,e,10.003,5.258,-57.92
189.6490,10,a,16.164,10.002,54.08
190.4670,11,w,20.003,15.302,54.08
191.1930,20,f,23.411,20.005,54.08
192.3950,21, ,30.005,25.612,-43.68
193.2660,12,u,34.130,19.998,-53.92
194.5120,13,k,40.000,11.941,-53.92
194.8130,4,d,41.418,9.995,-53.92
197.0160,13,k,49.018,10.001,66.08
197.3190,14,i,50.001,12.217,66.08
198.3840,23,c,53.456,20.005,66.08
199.8240,24,v,60.003,24.420,-61.92
200.4510,15,h,62.364,19.994,-61.92
201.8670,6,m,67.696,10.000,-61.92
202.4760,7,s,70.001,5.708,-57.92
203.2850,6,m,69.993,3.589,8.56
203.3820,7,s,70.002,3.633,37.92
204.3630,16,b,74.059,10.005,58.08
205.7680,17,p,80.003,19.545,58.08
205.8360,26,l,80.290,20.007,58.08
208.4130,17,p,81.551,20.000,-153.92
208.6290,16,b,79.999,19.240,-153.92
210.0210,15,h,69.996,14.345,-153.92
211.2570,6,m,61.115,9.999,-153.92
211.4130,5,o,59.994,9.450,-153.92
212.7830,4,d,49.993,5.278,172.08
214.0330,13,k,41.210,10.001,150.08
214.2080,12,u,39.997,10.699,150.08
215.6500,11,w,29.999,16.454,150.08
216.5390,20,f,23.835,20.002,150.08
217.0930,19,q,19.994,22.212,150.08
218.4990,18,g,9.996,23.024,-149.92
219.2550,9,y,4.760,19.998,-152.32
220.4120,18,g,3.152,20.005,-67.28
220.4990,9,y,3.198,19.999,-47.44
221.4540,10,a,10.001,17.145,-21.92
222.8020,11,w,20.005,13.119,-21.92
223.8470,2,z,27.761,9.997,-21.92
224.1490,3,n,30.002,9.095,-21.92
225.4880,4,d,40.006,5.325,-5.92
226.7890,5,o,50.007,7.945,18.08
227.6170,14,i,56.304,10.000,18.08
228.1030,15,h,60.000,11.207,18.08
229.4180,16,b,70.001,14.471,18.08
230.7330,17,p,80.002,17.736,18.08
232.1320,26,l,86.522,20.001,52.72
232.3200,17,p,87.074,19.997,115.52
233.1550,26,l,82.850,20.000,170.08
233.5170,25,j,79.997,20.499,170.08
234.7860,24,v,69.997,22.249,170.08
236.0520,23,c,59.996,23.781,178.08
237.3110,22,x,49.995,24.285,179.28
238.5870,21, ,39.999,22.371,-165.92
239.8060,12,u,30.540,19.999,-165.92
239.8760,11,w,29.997,19.862,-165.92
241.1650,10,a,19.995,17.354,-165.92
242.4540,9,y,9.992,14.846,-165.92
245.6610,0,r,7.440,9.998,-37.92
246.0670,1,e,10.002,8.002,-37.92
247.5570,2,z,20.002,6.854,26.08
248.4520,11,w,26.433,10.001,26.08
248.9490,12,u,30.005,11.749,26.08
250.3410,13,k,40.007,16.644,26.08
251.2960,22,x,46.869,20.003,26.08
251.7320,23,c,50.002,21.536,26.08
253.0670,24,v,60.004,24.241,-9.60
254.3770,25,j,70.007,21.130,-17.92
254.8360,16,b,73.501,20.000,-17.92
255.6900,17,p,80.002,17.897,-17.92
257.5860,8,t,82.066,9.999,-145.92
257.8980,7,s,79.998,8.600,-145.92
259.3760,6,m,69.994,7.752,142.08
259.8340,15,h,67.104,10.004,142.08
260.9600,14,i,59.998,15.540,142.08
261.8680,23,c,54.268,20.005,142.08
262.5450,22,x,49.995,23.332,143.44
264.0040,21, ,39.995,21.478,-141.92
264.3040,12,u,38.106,19.998,-141.92
265.5920,11,w,29.995,13.643,-141.92
266.3310,2,z,25.341,9.997,-141.92
267.1800,1,e,19.995,5.808,-141.92
268.5830,10,a,11.231,10.003,134.08
268.8050,9,y,9.995,11.279,134.08
270.2420,18,g,6.353,20.002,38.08
270.8220,19,q,10.005,22.863,38.08
272.2960,20,f,20.002,21.353,-33.92
272.6000,11,w,22.020,19.996,-33.92
273.8030,12,u,30.006,14.625,-33.92
274.8390,3,n,36.883,10.000,-33.92
275.3090,4,d,40.003,7.902,-33.92
276.7780,5,o,50.004,6.545,30.08
277.6400,14,i,55.971,10.001,30.08
278.2220,15,h,60.000,12.334,30.08
279.6670,16,b,70.004,18.128,30.08
280.1340,25,j,73.237,20.000,30.08
281.1110,26,l,80.000,23.917,30.08
282.3860,17,p,84.316,19.999,-145.92
283.0380,16,b,79.995,17.076,-145.92
284.5470,15,h,69.996,10.312,-145.92
284.6170,6,m,69.532,9.999,-145.92
286.0030,5,o,60.000,5.640,144.72
286.7660,14,i,55.733,10.003,134.08
287.7970,13,k,49.995,15.929,134.08
288.5060,22,x,46.050,20.003,134.08
289.7020,21, ,39.999,25.499,179.60
289.8500,22,x,40.010,25.716,-148.64
289.9160,21, ,39.998,25.686,-135.92
290.8760,12,u,35.218,19.999,-129.92
291.8930,11,w,29.997,13.759,-129.92
292.5060,2,z,26.850,9.998,-129.92
293.6890,1,e,20.000,4.695,141.68
294.4820,10,a,16.541,10.000,122.08
295.9580,19,q,10.270,20.005,122.08
296.0220,18,g,9.998,20.439,122.08
